cited_locus	resolves_to	kind	note
Esth.10.24		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.25		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.26		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.27		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.28		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.29		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.3		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.30		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.31		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.32		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.4		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.5		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.6		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.7		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.8		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.9		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.1		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.10		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.11		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.12		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.13		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.14		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.15		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.16		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.17		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.18		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.19		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.2		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.20		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.21		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.22		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.23		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.24		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.25		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.26		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.27		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.28		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.29		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.3		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.30		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.31		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.32		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.4		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.5		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.6		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.7		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.8		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.9		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.1		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.10		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.11		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.12		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.13		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.14		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.15		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.16		not-in-this-edition	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
