book	chapter	verse	text
1John	2	21	Non scripsi vobis quasi ignorantibus veritatem, sed quasi scientibus eam: et quoniam omne mendacium ex veritate non est.
1John	2	22	Quis est mendax, nisi is qui negat quoniam Jesus est Christus? Hic est antichristus, qui negat Patrem, et Filium.
1John	2	23	Omnis qui negat Filium, nec Patrem habet: qui confitetur Filium, et Patrem habet.
1John	2	24	Vos quod audistis ab initio, in vobis permaneat: si in vobis permanserit quod audistis ab initio, et vos in Filio et Patre manebitis.
1John	2	25	Et hæc est repromissio, quam ipse pollicitus est nobis, vitam æternam.
1John	2	26	Hæc scripsi vobis de his, qui seducant vos.
1John	2	27	Et vos unctionem, quam accepistis ab eo, maneat in vobis. Et non necesse habetis ut aliquis doceat vos: sed sicut unctio ejus docet vos de omnibus, et verum est, et non est mendacium. Et sicut docuit vos: manete in eo.
1John	2	28	Et nunc, filioli, manete in eo: ut cum apparuerit, habeamus fiduciam, et non confundamur ab eo in adventu ejus.
1John	2	29	Si scitis quoniam justus est, scitote quoniam et omnis, qui facit justitiam, ex ipso natus est.
1John	3	1	Videte qualem caritatem dedit nobis Pater, ut filii Dei nominemur et simus. Propter hoc mundus non novit nos: quia non novit eum.
1John	3	2	Carissimi, nunc filii Dei sumus: et nondum apparuit quid erimus. Scimus quoniam cum apparuerit, similes ei erimus: quoniam videbimus eum sicuti est.
1John	3	3	Et omnis qui habet hanc spem in eo, sanctificat se, sicut et ille sanctus est.
1John	3	4	Omnis qui facit peccatum, et iniquitatem facit: et peccatum est iniquitas.
1John	3	5	Et scitis quia ille apparuit ut peccata nostra tolleret: et peccatum in eo non est.
1John	3	6	Omnis qui in eo manet, non peccat: et omnis qui peccat, non vidit eum, nec cognovit eum.
1John	3	7	Filioli, nemo vos seducat. Qui facit justitiam, justus est, sicut et ille justus est.
1John	3	8	Qui facit peccatum, ex diabolo est: quoniam ab initio diabolus peccat. In hoc apparuit Filius Dei, ut dissolvat opera diaboli.
1John	3	9	Omnis qui natus est ex Deo, peccatum non facit: quoniam semen ipsius in eo manet, et non potest peccare, quoniam ex Deo natus est.
1John	3	10	In hoc manifesti sunt filii Dei, et filii diaboli. Omnis qui non est justus, non est ex Deo, et qui non diligit fratrem suum:
1John	3	11	quoniam hæc est annuntiatio, quam audistis ab initio, ut diligatis alterutrum.
1John	3	12	Non sicut Cain, qui ex maligno erat, et occidit fratrem suum. Et propter quid occidit eum? Quoniam opera ejus maligna erant: fratris autem ejus, justa.
1John	3	13	Nolite mirari, fratres, si odit vos mundus.
1John	3	14	Nos scimus quoniam translati sumus de morte ad vitam, quoniam diligimus fratres. Qui non diligit, manet in morte:
1John	3	15	omnis qui odit fratrem suum, homicida est. Et scitis quoniam omnis homicida non habet vitam æternam in semetipso manentem.
1John	3	16	In hoc cognovimus caritatem Dei, quoniam ille animam suam pro nobis posuit: et nos debemus pro fratribus animas ponere.
1John	3	17	Qui habuerit substantiam hujus mundi, et viderit fratrem suum necessitatem habere, et clauserit viscera sua ab eo: quomodo caritas Dei manet in eo?
1John	3	18	Filioli mei, non diligamus verbo neque lingua, sed opere et veritate:
1John	3	19	in hoc cognoscimus quoniam ex veritate sumus: et in conspectu ejus suadebimus corda nostra.
1John	3	20	Quoniam si reprehenderit nos cor nostrum: major est Deus corde nostro, et novit omnia.
1John	3	21	Carissimi, si cor nostrum non reprehenderit nos, fiduciam habemus ad Deum:
1John	3	22	et quidquid petierimus, accipiemus ab eo: quoniam mandata ejus custodimus, et ea, quæ sunt placita coram eo, facimus.
1John	3	23	Et hoc est mandatum ejus: ut credamus in nomine Filii ejus Jesu Christi: et diligamus alterutrum, sicut dedit mandatum nobis.
1John	3	24	Et qui servat mandata ejus, in illo manet, et ipse in eo: et in hoc scimus quoniam manet in nobis, de Spiritu quem dedit nobis.
1John	4	1	Carissimi, nolite omni spiritui credere, sed probate spiritus si ex Deo sint: quoniam multi pseudoprophetæ exierunt in mundum.
1John	4	2	In hoc cognoscitur Spiritus Dei: omnis spiritus qui confitetur Jesum Christum in carne venisse, ex Deo est:
1John	4	3	et omnis spiritus qui solvit Jesum, ex Deo non est, et hic est antichristus, de quo audistis quoniam venit, et nunc jam in mundo est.
1John	4	4	Vos ex Deo estis filioli, et vicistis eum, quoniam major est qui in vobis est, quam qui in mundo.
1John	4	5	Ipsi de mundo sunt: ideo de mundo loquuntur, et mundus eos audit.
1John	4	6	Nos ex Deo sumus. Qui novit Deum, audit nos; qui non est ex Deo, non audit nos: in hoc cognoscimus Spiritum veritatis, et spiritum erroris.
1John	4	7	Carissimi, diligamus nos invicem: quia caritas ex Deo est. Et omnis qui diligit, ex Deo natus est, et cognoscit Deum.
1John	4	8	Qui non diligit, non novit Deum: quoniam Deus caritas est.
1John	4	9	In hoc apparuit caritas Dei in nobis, quoniam Filium suum unigenitum misit Deus in mundum, ut vivamus per eum.
1John	4	10	In hoc est caritas: non quasi nos dilexerimus Deum, sed quoniam ipse prior dilexit nos, et misit Filium suum propitiationem pro peccatis nostris.
1John	4	11	Carissimi, si sic Deus dilexit nos: et nos debemus alterutrum diligere.
1John	4	12	Deum nemo vidit umquam. Si diligamus invicem, Deus in nobis manet, et caritas ejus in nobis perfecta est.
1John	4	13	In hoc cognoscimus quoniam in eo manemus, et ipse in nobis: quoniam de Spiritu suo dedit nobis.
1John	4	14	Et nos vidimus, et testificamur quoniam Pater misit Filium suum Salvatorem mundi.
1John	4	15	Quisquis confessus fuerit quoniam Jesus est Filius Dei, Deus in eo manet, et ipse in Deo.
1John	4	16	Et nos cognovimus, et credidimus caritati, quam habet Deus in nobis. Deus caritas est: et qui manet in caritate, in Deo manet, et Deus in eo.
1John	4	17	In hoc perfecta est caritas Dei nobiscum, ut fiduciam habeamus in die judicii: quia sicut ille est, et nos sumus in hoc mundo.
1John	4	18	Timor non est in caritate: sed perfecta caritas foras mittit timorem, quoniam timor pœnam habet: qui autem timet, non est perfectus in caritate.
1John	4	19	Nos ergo diligamus Deum, quoniam Deus prior dilexit nos.
1John	4	20	Si quis dixerit: Quoniam diligo Deum, et fratrem suum oderit, mendax est. Qui enim non diligit fratrem suum quem vidit, Deum, quem non vidit, quomodo potest diligere?
1John	4	21	Et hoc mandatum habemus a Deo: ut qui diligit Deum, diligat et fratrem suum.
1John	5	1	Omnis qui credit quoniam Jesus est Christus, ex Deo natus est. Et omnis qui diligit eum qui genuit, diligit et eum qui natus est ex eo.
1John	5	2	In hoc cognoscimus quoniam diligamus natos Dei, cum Deum diligamus, et mandata ejus faciamus.
1John	5	3	Hæc est enim caritas Dei, ut mandata ejus custodiamus: et mandata ejus gravia non sunt.
1John	5	4	Quoniam omne quod natum est ex Deo, vincit mundum: et hæc est victoria, quæ vincit mundum, fides nostra.
1John	5	5	Quis est, qui vincit mundum, nisi qui credit quoniam Jesus est Filius Dei?
1John	5	6	Hic est, qui venit per aquam et sanguinem, Jesus Christus: non in aqua solum, sed in aqua et sanguine. Et Spiritus est, qui testificatur quoniam Christus est veritas.
1John	5	7	Quoniam tres sunt, qui testimonium dant in cælo: Pater, Verbum, et Spiritus Sanctus: et hi tres unum sunt.
1John	5	8	Et tres sunt, qui testimonium dant in terra: spiritus, et aqua, et sanguis: et hi tres unum sunt.
1John	5	9	Si testimonium hominum accipimus, testimonium Dei majus est: quoniam hoc est testimonium Dei, quod majus est, quoniam testificatus est de Filio suo.
1John	5	10	Qui credit in Filium Dei, habet testimonium Dei in se. Qui non credit Filio, mendacem facit eum: quia non credit in testimonium quod testificatus est Deus de Filio suo.
1John	5	11	Et hoc est testimonium, quoniam vitam æternam dedit nobis Deus: et hæc vita in Filio ejus est.
1John	5	12	Qui habet Filium, habet vitam: qui non habet Filium, vitam non habet.
1John	5	13	Hæc scribo vobis ut sciatis quoniam vitam habetis æternam, qui creditis in nomine Filii Dei.
1John	5	14	Et hæc est fiducia, quam habemus ad eum: quia quodcumque petierimus, secundum voluntatem ejus, audit nos.
1John	5	15	Et scimus quia audit nos quidquid petierimus: scimus quoniam habemus petitiones quas postulamus ab eo.
1John	5	16	Qui scit fratrem suum peccare peccatum non ad mortem, petat, et dabitur ei vita peccanti non ad mortem. Est peccatum ad mortem: non pro illo dico ut roget quis.
1John	5	17	Omnis iniquitas, peccatum est: et est peccatum ad mortem.
1John	5	18	Scimus quia omnis qui natus est ex Deo, non peccat: sed generatio Dei conservat eum, et malignus non tangit eum.
1John	5	19	Scimus quoniam ex Deo sumus: et mundus totus in maligno positus est.
1John	5	20	Et scimus quoniam Filius Dei venit, et dedit nobis sensum ut cognoscamus verum Deum, et simus in vero Filio ejus. Hic est verus Deus, et vita æterna.
1John	5	21	Filioli, custodite vos a simulacris. Amen.
