cited_locus	resolves_to	kind	note
Dan.13.50	Sus.1.50	renumber	vulgate Dan 13:50 stands in this edition at Sus 1:50
Dan.13.51	Sus.1.51	renumber	vulgate Dan 13:51 stands in this edition at Sus 1:51
Dan.13.52	Sus.1.52	renumber	vulgate Dan 13:52 stands in this edition at Sus 1:52
Dan.13.53	Sus.1.53	renumber	vulgate Dan 13:53 stands in this edition at Sus 1:53
Dan.13.54	Sus.1.54	renumber	vulgate Dan 13:54 stands in this edition at Sus 1:54
Dan.13.55	Sus.1.55	renumber	vulgate Dan 13:55 stands in this edition at Sus 1:55
Dan.13.56	Sus.1.56	renumber	vulgate Dan 13:56 stands in this edition at Sus 1:56
Dan.13.57	Sus.1.57	renumber	vulgate Dan 13:57 stands in this edition at Sus 1:57
Dan.13.58	Sus.1.58	renumber	vulgate Dan 13:58 stands in this edition at Sus 1:58
Dan.13.59	Sus.1.59	renumber	vulgate Dan 13:59 stands in this edition at Sus 1:59
Dan.13.6	Sus.1.6	renumber	vulgate Dan 13:6 stands in this edition at Sus 1:6
Dan.13.60	Sus.1.60	renumber	vulgate Dan 13:60 stands in this edition at Sus 1:60
Dan.13.61	Sus.1.61	renumber	vulgate Dan 13:61 stands in this edition at Sus 1:61
Dan.13.62	Sus.1.62	renumber	vulgate Dan 13:62 stands in this edition at Sus 1:62
Dan.13.63	Sus.1.63	renumber	vulgate Dan 13:63 stands in this edition at Sus 1:63
Dan.13.64	Sus.1.64	renumber	vulgate Dan 13:64 stands in this edition at Sus 1:64
Dan.13.65	Bel.1.1	renumber	vulgate Dan 13:65 stands in this edition at Bel 1:1
Dan.13.7	Sus.1.7	renumber	vulgate Dan 13:7 stands in this edition at Sus 1:7
Dan.13.8	Sus.1.8	renumber	vulgate Dan 13:8 stands in this edition at Sus 1:8
Dan.13.9	Sus.1.9	renumber	vulgate Dan 13:9 stands in this edition at Sus 1:9
Dan.14.1	Bel.1.2	renumber	vulgate Dan 14:1 stands in this edition at Bel 1:2
Dan.14.10	Bel.1.11	renumber	vulgate Dan 14:10 stands in this edition at Bel 1:11
Dan.14.11	Bel.1.12	renumber	vulgate Dan 14:11 stands in this edition at Bel 1:12
Dan.14.12	Bel.1.13	renumber	vulgate Dan 14:12 stands in this edition at Bel 1:13
Dan.14.13	Bel.1.14	renumber	vulgate Dan 14:13 stands in this edition at Bel 1:14
Dan.14.14	Bel.1.15	renumber	vulgate Dan 14:14 stands in this edition at Bel 1:15
Dan.14.15	Bel.1.16	renumber	vulgate Dan 14:15 stands in this edition at Bel 1:16
Dan.14.16	Bel.1.17	renumber	vulgate Dan 14:16 stands in this edition at Bel 1:17
Dan.14.17	Bel.1.18	renumber	vulgate Dan 14:17 stands in this edition at Bel 1:18
Dan.14.18	Bel.1.19	renumber	vulgate Dan 14:18 stands in this edition at Bel 1:19
Dan.14.19	Bel.1.20	renumber	vulgate Dan 14:19 stands in this edition at Bel 1:20
Dan.14.2	Bel.1.3	renumber	vulgate Dan 14:2 stands in this edition at Bel 1:3
Dan.14.20	Bel.1.21	renumber	vulgate Dan 14:20 stands in this edition at Bel 1:21
Dan.14.21	Bel.1.22	renumber	vulgate Dan 14:21 stands in this edition at Bel 1:22
Dan.14.22	Bel.1.23	renumber	vulgate Dan 14:22 stands in this edition at Bel 1:23
Dan.14.23	Bel.1.24	renumber	vulgate Dan 14:23 stands in this edition at Bel 1:24
Dan.14.24	Bel.1.25	renumber	vulgate Dan 14:24 stands in this edition at Bel 1:25
Dan.14.25	Bel.1.26	renumber	vulgate Dan 14:25 stands in this edition at Bel 1:26
Dan.14.26	Bel.1.27	renumber	vulgate Dan 14:26 stands in this edition at Bel 1:27
Dan.14.27	Bel.1.28	renumber	vulgate Dan 14:27 stands in this edition at Bel 1:28
Dan.14.28	Bel.1.29	renumber	vulgate Dan 14:28 stands in this edition at Bel 1:29
Dan.14.29	Bel.1.30	renumber	vulgate Dan 14:29 stands in this edition at Bel 1:30
Dan.14.3	Bel.1.4	renumber	vulgate Dan 14:3 stands in this edition at Bel 1:4
Dan.14.30	Bel.1.31	renumber	vulgate Dan 14:30 stands in this edition at Bel 1:31
Dan.14.31	Bel.1.32	renumber	vulgate Dan 14:31 stands in this edition at Bel 1:32
Dan.14.32	Bel.1.33	renumber	vulgate Dan 14:32 stands in this edition at Bel 1:33
Dan.14.33	Bel.1.34	renumber	vulgate Dan 14:33 stands in this edition at Bel 1:34
Dan.14.34	Bel.1.35	renumber	vulgate Dan 14:34 stands in this edition at Bel 1:35
Dan.14.35	Bel.1.36	renumber	vulgate Dan 14:35 stands in this edition at Bel 1:36
Dan.14.36	Bel.1.37	renumber	vulgate Dan 14:36 stands in this edition at Bel 1:37
Dan.14.37	Bel.1.38	renumber	vulgate Dan 14:37 stands in this edition at Bel 1:38
Dan.14.38	Bel.1.39	renumber	vulgate Dan 14:38 stands in this edition at Bel 1:39
Dan.14.39	Bel.1.40	renumber	vulgate Dan 14:39 stands in this edition at Bel 1:40
Dan.14.4	Bel.1.5	renumber	vulgate Dan 14:4 stands in this edition at Bel 1:5
Dan.14.40	Bel.1.41	renumber	vulgate Dan 14:40 stands in this edition at Bel 1:41
Dan.14.41	Bel.1.42	renumber	vulgate Dan 14:41 stands in this edition at Bel 1:42
Dan.14.42		absent	vulgate Dan 14:42 has no counterpart in greek: let all the inhabitants of the whole earth fear the God of Daniel; Bel ends at 42, which is Vulgate 14:41
Dan.14.5	Bel.1.6	renumber	vulgate Dan 14:5 stands in this edition at Bel 1:6
Dan.14.6	Bel.1.7	renumber	vulgate Dan 14:6 stands in this edition at Bel 1:7
Dan.14.7	Bel.1.8	renumber	vulgate Dan 14:7 stands in this edition at Bel 1:8
Dan.14.8	Bel.1.9	renumber	vulgate Dan 14:8 stands in this edition at Bel 1:9
Dan.14.9	Bel.1.10	renumber	vulgate Dan 14:9 stands in this edition at Bel 1:10
Dan.3.100	Dan.4.3	renumber	vulgate Dan 3:100 stands in this edition at Dan 4:3
Dan.3.24	SgThree.1.1	renumber	vulgate Dan 3:24 stands in this edition at SgThree 1:1
Dan.3.25	SgThree.1.2	renumber	vulgate Dan 3:25 stands in this edition at SgThree 1:2
Dan.3.26	SgThree.1.3	renumber	vulgate Dan 3:26 stands in this edition at SgThree 1:3
Dan.3.27	SgThree.1.4	renumber	vulgate Dan 3:27 stands in this edition at SgThree 1:4
Dan.3.28	SgThree.1.5	renumber	vulgate Dan 3:28 stands in this edition at SgThree 1:5
Dan.3.29	SgThree.1.6	renumber	vulgate Dan 3:29 stands in this edition at SgThree 1:6
Dan.3.30	SgThree.1.7	renumber	vulgate Dan 3:30 stands in this edition at SgThree 1:7
Dan.3.31	SgThree.1.8	renumber	vulgate Dan 3:31 stands in this edition at SgThree 1:8
Dan.3.32	SgThree.1.9	renumber	vulgate Dan 3:32 stands in this edition at SgThree 1:9
Dan.3.33	SgThree.1.10	renumber	vulgate Dan 3:33 stands in this edition at SgThree 1:10
Dan.3.34	SgThree.1.11	renumber	vulgate Dan 3:34 stands in this edition at SgThree 1:11
Dan.3.35	SgThree.1.12	renumber	vulgate Dan 3:35 stands in this edition at SgThree 1:12
Dan.3.36	SgThree.1.13	renumber	vulgate Dan 3:36 stands in this edition at SgThree 1:13
Dan.3.37	SgThree.1.14	renumber	vulgate Dan 3:37 stands in this edition at SgThree 1:14
Dan.3.38	SgThree.1.15	renumber	vulgate Dan 3:38 stands in this edition at SgThree 1:15
Dan.3.39	SgThree.1.16	renumber	vulgate Dan 3:39 stands in this edition at SgThree 1:16
Dan.3.40	SgThree.1.17	renumber	vulgate Dan 3:40 stands in this edition at SgThree 1:17
Dan.3.41	SgThree.1.18	renumber	vulgate Dan 3:41 stands in this edition at SgThree 1:18
Dan.3.42	SgThree.1.19	renumber	vulgate Dan 3:42 stands in this edition at SgThree 1:19
Dan.3.43	SgThree.1.20	renumber	vulgate Dan 3:43 stands in this edition at SgThree 1:20
Dan.3.44	SgThree.1.21	renumber	vulgate Dan 3:44 stands in this edition at SgThree 1:21
Dan.3.45	SgThree.1.22	renumber	vulgate Dan 3:45 stands in this edition at SgThree 1:22
Dan.3.46	SgThree.1.23	renumber	vulgate Dan 3:46 stands in this edition at SgThree 1:23
Dan.3.47	SgThree.1.24	renumber	vulgate Dan 3:47 stands in this edition at SgThree 1:24
Dan.3.48	SgThree.1.25	renumber	vulgate Dan 3:48 stands in this edition at SgThree 1:25
Dan.3.49	SgThree.1.26	renumber	vulgate Dan 3:49 stands in this edition at SgThree 1:26
Dan.3.50	SgThree.1.27	renumber	vulgate Dan 3:50 stands in this edition at SgThree 1:27
Dan.3.51	SgThree.1.28	renumber	vulgate Dan 3:51 stands in this edition at SgThree 1:28
Dan.3.52		unrecorded	vulgate Dan 3:52 is greek SgThree 1:29-30 in greek, which is more than one verse, and a reference to one verse cannot select it without cutting it
Dan.3.53	SgThree.1.31	renumber	vulgate Dan 3:53 stands in this edition at SgThree 1:31
Dan.3.54	SgThree.1.33	renumber	vulgate Dan 3:54 stands in this edition at SgThree 1:33
Dan.3.55	SgThree.1.32	renumber	vulgate Dan 3:55 stands in this edition at SgThree 1:32
Dan.3.56	SgThree.1.34	renumber	vulgate Dan 3:56 stands in this edition at SgThree 1:34
Dan.3.57	SgThree.1.35	renumber	vulgate Dan 3:57 stands in this edition at SgThree 1:35
Dan.3.58	SgThree.1.37	renumber	vulgate Dan 3:58 stands in this edition at SgThree 1:37
Dan.3.59	SgThree.1.36	renumber	vulgate Dan 3:59 stands in this edition at SgThree 1:36
Dan.3.60	SgThree.1.38	renumber	vulgate Dan 3:60 stands in this edition at SgThree 1:38
Dan.3.61	SgThree.1.39	renumber	vulgate Dan 3:61 stands in this edition at SgThree 1:39
Dan.3.62	SgThree.1.40	renumber	vulgate Dan 3:62 stands in this edition at SgThree 1:40
Dan.3.63	SgThree.1.41	renumber	vulgate Dan 3:63 stands in this edition at SgThree 1:41
Dan.3.64	SgThree.1.42	renumber	vulgate Dan 3:64 stands in this edition at SgThree 1:42
Dan.3.65	SgThree.1.43	renumber	vulgate Dan 3:65 stands in this edition at SgThree 1:43
Dan.3.66	SgThree.1.44	renumber	vulgate Dan 3:66 stands in this edition at SgThree 1:44
Dan.3.67	SgThree.1.45	renumber	vulgate Dan 3:67 stands in this edition at SgThree 1:45
Dan.3.68	SgThree.1.46	renumber	vulgate Dan 3:68 stands in this edition at SgThree 1:46
Dan.3.69	SgThree.1.49	renumber	vulgate Dan 3:69 stands in this edition at SgThree 1:49
Dan.3.70	SgThree.1.50	renumber	vulgate Dan 3:70 stands in this edition at SgThree 1:50
Dan.3.71	SgThree.1.47	renumber	vulgate Dan 3:71 stands in this edition at SgThree 1:47
Dan.3.72	SgThree.1.48	renumber	vulgate Dan 3:72 stands in this edition at SgThree 1:48
Dan.3.73	SgThree.1.51	renumber	vulgate Dan 3:73 stands in this edition at SgThree 1:51
Dan.3.74	SgThree.1.52	renumber	vulgate Dan 3:74 stands in this edition at SgThree 1:52
Dan.3.75	SgThree.1.53	renumber	vulgate Dan 3:75 stands in this edition at SgThree 1:53
Dan.3.76	SgThree.1.54	renumber	vulgate Dan 3:76 stands in this edition at SgThree 1:54
Dan.3.77		unrecorded	see verse 55: this edition's fountains are unprinted and its 56 carries the seas and rivers instead
Dan.3.78		unrecorded	the King James Apocrypha repeats the mountains of verse 53 here, where the Revised Version and the Latin both have the seas and rivers, so its 55 and 56 are one line out of step with the rest of the Greek witness
Dan.3.79	SgThree.1.57	renumber	vulgate Dan 3:79 stands in this edition at SgThree 1:57
Dan.3.80	SgThree.1.58	renumber	vulgate Dan 3:80 stands in this edition at SgThree 1:58
Dan.3.81	SgThree.1.59	renumber	vulgate Dan 3:81 stands in this edition at SgThree 1:59
Dan.3.82	SgThree.1.60	renumber	vulgate Dan 3:82 stands in this edition at SgThree 1:60
Dan.3.83	SgThree.1.61	renumber	vulgate Dan 3:83 stands in this edition at SgThree 1:61
Dan.3.84	SgThree.1.62	renumber	vulgate Dan 3:84 stands in this edition at SgThree 1:62
Dan.3.85	SgThree.1.63	renumber	vulgate Dan 3:85 stands in this edition at SgThree 1:63
Dan.3.86	SgThree.1.64	renumber	vulgate Dan 3:86 stands in this edition at SgThree 1:64
Dan.3.87	SgThree.1.65	renumber	vulgate Dan 3:87 stands in this edition at SgThree 1:65
Dan.3.88	SgThree.1.66	renumber	vulgate Dan 3:88 stands in this edition at SgThree 1:66
Dan.3.89	SgThree.1.67	renumber	vulgate Dan 3:89 stands in this edition at SgThree 1:67
Dan.3.90	SgThree.1.68	renumber	vulgate Dan 3:90 stands in this edition at SgThree 1:68
Dan.3.91	Dan.3.24	renumber	vulgate Dan 3:91 stands in this edition at Dan 3:24
Dan.3.92	Dan.3.25	renumber	vulgate Dan 3:92 stands in this edition at Dan 3:25
Dan.3.93	Dan.3.26	renumber	vulgate Dan 3:93 stands in this edition at Dan 3:26
Dan.3.94	Dan.3.27	renumber	vulgate Dan 3:94 stands in this edition at Dan 3:27
Dan.3.95	Dan.3.28	renumber	vulgate Dan 3:95 stands in this edition at Dan 3:28
Dan.3.96	Dan.3.29	renumber	vulgate Dan 3:96 stands in this edition at Dan 3:29
Dan.3.97	Dan.3.30	renumber	vulgate Dan 3:97 stands in this edition at Dan 3:30
Dan.3.98	Dan.4.1	renumber	vulgate Dan 3:98 stands in this edition at Dan 4:1
Dan.3.99	Dan.4.2	renumber	vulgate Dan 3:99 stands in this edition at Dan 4:2
Dan.4.1	Dan.4.4	renumber	vulgate Dan 4:1 stands in this edition at Dan 4:4
Dan.4.10	Dan.4.13	renumber	vulgate Dan 4:10 stands in this edition at Dan 4:13
Dan.4.11	Dan.4.14	renumber	vulgate Dan 4:11 stands in this edition at Dan 4:14
Dan.4.12	Dan.4.15	renumber	vulgate Dan 4:12 stands in this edition at Dan 4:15
Dan.4.13	Dan.4.16	renumber	vulgate Dan 4:13 stands in this edition at Dan 4:16
Dan.4.14	Dan.4.17	renumber	vulgate Dan 4:14 stands in this edition at Dan 4:17
Dan.4.15	Dan.4.18	renumber	vulgate Dan 4:15 stands in this edition at Dan 4:18
Dan.4.16	Dan.4.19	renumber	vulgate Dan 4:16 stands in this edition at Dan 4:19
Dan.4.17	Dan.4.20	renumber	vulgate Dan 4:17 stands in this edition at Dan 4:20
Dan.4.18	Dan.4.21	renumber	vulgate Dan 4:18 stands in this edition at Dan 4:21
Dan.4.19	Dan.4.22	renumber	vulgate Dan 4:19 stands in this edition at Dan 4:22
Dan.4.2	Dan.4.5	renumber	vulgate Dan 4:2 stands in this edition at Dan 4:5
Dan.4.20	Dan.4.23	renumber	vulgate Dan 4:20 stands in this edition at Dan 4:23
Dan.4.21	Dan.4.24	renumber	vulgate Dan 4:21 stands in this edition at Dan 4:24
Dan.4.22	Dan.4.25	renumber	vulgate Dan 4:22 stands in this edition at Dan 4:25
Dan.4.23	Dan.4.26	renumber	vulgate Dan 4:23 stands in this edition at Dan 4:26
Dan.4.24	Dan.4.27	renumber	vulgate Dan 4:24 stands in this edition at Dan 4:27
Dan.4.25	Dan.4.28	renumber	vulgate Dan 4:25 stands in this edition at Dan 4:28
Dan.4.26	Dan.4.29	renumber	vulgate Dan 4:26 stands in this edition at Dan 4:29
Dan.4.27	Dan.4.30	renumber	vulgate Dan 4:27 stands in this edition at Dan 4:30
Dan.4.28	Dan.4.31	renumber	vulgate Dan 4:28 stands in this edition at Dan 4:31
Dan.4.29	Dan.4.32	renumber	vulgate Dan 4:29 stands in this edition at Dan 4:32
Dan.4.3	Dan.4.6	renumber	vulgate Dan 4:3 stands in this edition at Dan 4:6
Dan.4.30	Dan.4.33	renumber	vulgate Dan 4:30 stands in this edition at Dan 4:33
Dan.4.31	Dan.4.34	renumber	vulgate Dan 4:31 stands in this edition at Dan 4:34
Dan.4.32	Dan.4.35	renumber	vulgate Dan 4:32 stands in this edition at Dan 4:35
Dan.4.33	Dan.4.36	renumber	vulgate Dan 4:33 stands in this edition at Dan 4:36
Dan.4.34	Dan.4.37	renumber	vulgate Dan 4:34 stands in this edition at Dan 4:37
Dan.4.4	Dan.4.7	renumber	vulgate Dan 4:4 stands in this edition at Dan 4:7
Dan.4.5	Dan.4.8	renumber	vulgate Dan 4:5 stands in this edition at Dan 4:8
Dan.4.6	Dan.4.9	renumber	vulgate Dan 4:6 stands in this edition at Dan 4:9
Dan.4.7	Dan.4.10	renumber	vulgate Dan 4:7 stands in this edition at Dan 4:10
Dan.4.8	Dan.4.11	renumber	vulgate Dan 4:8 stands in this edition at Dan 4:11
Dan.4.9	Dan.4.12	renumber	vulgate Dan 4:9 stands in this edition at Dan 4:12
Ecclus.1.1		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.10		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.11		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.12		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.13		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.14		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.15		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.16		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.17		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.18		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.19		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.2		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.20		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.21		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.22		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.23		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.24		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.25		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.26		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.27		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.28		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.29		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.3		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.30		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.31		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.32		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.33		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.34		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.35		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.36		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.37		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.38		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.39		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.4		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.40		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
Ecclus.1.5		unrecorded	vulgate Ecclus 1:1-40 is not mapped onto greek: the Vulgate and the Greek divide Ecclesiasticus differently in all fifty-one chapters and no verse-level correspondence has been established; see the artifact record
