cited_locus	resolves_to	kind	note
Dan.3.70		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.71		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.72		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.73		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.74		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.75		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.76		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.77		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Dan.3.78		not-in-this-edition	between 3:52 and 3:78 this edition numbers the Canticle of the Three Children as the Greek does and not as the Vulgate does, by no uniform offset: the Vulgate's 3:53 is this edition's 3:54, its 3:54 is this edition's 3:56, its 3:57 is this edition's 3:58, and its 3:77, “O ye fountains”, is not this edition's 3:77, which reads “O sea and rivers”
Ecclus.36.18	Ecclus.36.16	renumbered	the Vulgate's Ecclesiasticus 36:18, the introit Da pacem Domine sustinentibus te, stands in this edition's Greek numbering as 36:16, “Reward those who wait for you, and men will put their trust in your prophets”; its own 36:18 is about food
