cited_locus	resolves_to	kind	note
Esth.1.7		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.1.8		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.1.9		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.1		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.10		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.11		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.12		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.13		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.14		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.15		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.16		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.17		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.18		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.19		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.2		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.20		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.21		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.22		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.23		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.24		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.25		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.26		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.27		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.28		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.29		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.3		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.30		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.31		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.32		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.4		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.5		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.6		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.7		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.8		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.10.9		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.1		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.10		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.11		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.12		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.13		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.14		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.15		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.16		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.17		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.18		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.19		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.2		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.20		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.21		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.22		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.23		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.24		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.25		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.26		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.27		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.28		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.29		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.3		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.30		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.31		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.32		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.4		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.5		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.6		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.7		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.8		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.11.9		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.1		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.10		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.11		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.12		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.13		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.14		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.15		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.16		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.17		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.18		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.19		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.2		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
Esth.12.20		absent	this edition prints Esther in the Septuagint arrangement and in fifteen chapters, so no Vulgate chapter or verse number addresses the matter it names: its 1:1 is the Vulgate's 11:2, its 3:1 is the Vulgate's 1:1, and its 13:9 is part of the king's letter and not Mardochai's prayer
